Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
13.10;69.16;0.08;0.07;0.06;41832.91
12.82;69.50;0.09;0.04;0.12;41456.20
12.49;70.50;0.08;0.11;0.07;41055.19
12.28;70.80;0.08;0.03;0.13;40721.01
12.09;71.30;0.08;0.05;0.10;40210.63
11.90;71.10;0.09;0.04;0.09;39293.16
11.36;72.20;0.08;0.07;0.12;38624.81
10.96;73.90;0.08;0.08;0.15;38357.47
10.58;75.50;0.09;0.06;0.07;37531.14
10.44;76.30;0.08;0.07;0.07;37026.84
10.59;76.30;0.08;0.07;0.13;36188.35
10.66;75.70;0.09;0.09;0.12;35064.30
10.57;75.90;0.09;0.07;0.12;34323.04
10.40;76.10;0.09;0.07;0.13;33302.28
10.27;75.90;0.09;0.10;0.14;32342.28
9.89;77.60;0.08;0.05;0.13;31339.75
9.64;77.90;0.08;0.05;0.10;30343.29
9.64;77.70;0.08;0.06;0.13;29595.95
9.46;78.00;0.09;0.08;0.14;28708.86
9.00;79.70;0.09;0.05;0.12;27663.80
8.81;80.40;0.09;0.04;0.10;26715.95
9.04;80.10;0.09;0.07;0.14;26205.57
9.21;78.50;0.08;0.09;0.13;25622.28
9.03;77.40;0.09;0.08;0.07;25130.13
8.90;77.80;0.08;0.05;0.15;24540.76
8.39;80.10;0.08;0.09;0.11;24121.52
8.45;80.10;0.09;0.06;0.12;23811.65
8.54;78.60;0.09;0.11;0.11;23398.48
8.26;79.90;0.09;0.07;0.15;23021.77
8.04;80.40;0.09;0.06;0.13;21745.82
7.85;81.70;0.09;0.10;0.12;21253.67
7.78;81.50;0.09;0.08;0.11;20937.72
7.76;80.90;0.08;0.09;0.12;21435.95
7.72;81.30;0.09;0.09;0.13;21994.94
7.90;80.90;0.09;0.07;0.13;21757.97
7.87;80.00;0.08;0.06;0.16;21502.78
7.73;80.40;0.09;0.08;0.16;21393.42
7.53;81.30;0.08;0.08;0.15;21302.28
7.52;81.00;0.08;0.07;0.20;21356.96
7.53;80.70;0.08;0.07;0.16;21022.78
7.68;79.20;0.08;0.09;0.10;21010.63
7.57;78.10;0.08;0.07;0.14;20870.89
7.44;77.00;0.08;0.05;0.15;20889.11
7.27;77.40;0.08;0.07;0.15;20876.96
7.16;78.40;0.09;0.08;0.12;20846.58
6.99;79.50;0.09;0.08;0.15;20737.22
6.90;79.60;0.09;0.08;0.11;20834.43
6.90;79.40;0.09;0.07;0.11;20949.87
6.98;77.80;0.09;0.06;0.11;20943.80
7.00;77.30;0.08;0.08;0.15;21144.30
7.31;76.70;0.08;0.07;0.14;21247.59
7.36;75.10;0.09;0.07;0.14;21442.03
7.03;76.00;0.08;0.04;0.14;21557.47
6.80;78.00;0.09;0.06;0.17;21922.03
6.92;76.70;0.09;0.08;0.12;22402.03
6.92;72.50;0.09;0.06;0.10;23179.75
7.05;71.90;0.09;0.08;0.12;23598.99
7.02;72.90;0.08;0.07;0.13;23750.89
7.10;73.40;0.09;0.05;0.13;24224.81
6.89;73.70;0.08;0.08;0.09;24583.29
6.44;79.30;0.09;0.05;0.12;24613.67
5.97;80.60;0.09;0.07;0.14;24431.39
5.97;79.90;0.09;0.07;0.12;24771.65
6.34;77.00;0.09;0.05;0.10;24328.10
6.17;78.90;0.09;0.07;0.11;24419.24
5.94;81.20;0.09;0.08;0.15;24103.29
5.92;81.80;0.09;0.07;0.16;23817.72
5.85;81.70;0.09;0.19;0.26;24121.52
6.05;81.10;0.09;0.92;0.86;24558.99
5.70;82.10;0.09;3.05;2.75;25312.41
5.73;83.20;0.09;6.56;6.45;25725.57
5.81;83.10;0.09;13.12;11.54;26053.67
5.33;81.50;0.09;51.16;24.26;26223.80
5.58;78.60;0.08;75.10;25.83;27153.42
6.09;75.20;0.09;98.30;26.97;27572.66
6.14;74.60;0.09;123.00;29.01;28064.81
5.96;75.50;0.08;148.30;30.93;29000.51
6.55;73.70;0.08;174.20;32.30;29194.94
6.84;71.20;0.09;200.30;33.84;29474.43
7.12;69.32;0.09;227.20;34.92;29589.87
7.50;66.81;0.09;252.90;36.09;29766.08
8.16;65.28;0.09;277.70;37.37;30416.20
8.70;62.64;0.09;300.10;38.78;31218.23
8.82;65.24;0.08;322.50;40.38;31552.41
9.13;64.67;0.09;344.20;42.41;31904.81
9.73;63.47;0.09;365.70;44.35;31989.87
10.31;63.71;0.08;384.30;45.19;32293.67
10.92;62.44;0.09;401.80;45.14;32494.18
11.58;59.17;0.09;419.30;44.21;32773.67
12.02;59.00;0.09;433.40;45.06;32907.34
12.61;60.10;0.08;447.50;45.84;32791.90
13.33;61.37;0.08;459.90;46.63;32682.53
14.15;62.60;0.09;468.90;47.67;33144.30
14.53;61.74;0.08;479.20;48.59;33642.53
14.93;59.53;0.09;483.60;49.94;33770.13
15.46;57.70;0.09;488.20;51.74;33417.72
15.90;57.50;0.08;492.20;52.85;33618.23
16.26;57.93;0.08;494.60;53.51;33514.94
16.33;59.37;0.08;495.70;53.52;33903.80
16.50;59.20;0.08;494.30;55.24;33691.14
16.70;59.20;0.08;494.80;58.49;33593.92
17.01;57.90;0.08;473.20;59.77;33575.70
17.14;57.23;0.09;480.60;59.52;33211.14
17.25;57.33;0.08;470.40;62.08;33022.78
17.30;57.30;0.09;463.80;61.40;33016.71
17.55;56.83;0.09;452.80;63.12;32822.28
17.64;55.89;0.09;441.80;64.30;32554.94
17.75;56.13;0.08;429.90;65.59;32457.72
17.90;55.43;0.09;411.40;66.28;32299.75
18.06;54.26;0.09;392.70;70.20;32135.70
18.20;53.29;0.09;372.20;81.60;32208.61
18.09;53.86;0.09;358.80;106.70;31929.11
18.40;53.52;0.09;327.30;144.80;31801.52
18.22;52.65;0.09;265.60;161.90;32020.25
18.34;52.42;0.09;295.50;236.00;31862.28
17.96;50.78;0.08;212.40;208.60;31661.77
17.33;51.38;0.08;183.40;195.50;31692.15
17.06;52.25;0.08;217.70;245.40;31649.62
17.09;52.32;0.08;191.70;220.10;31418.73
16.90;52.22;0.08;177.70;208.00;31740.76
16.85;52.78;0.07;153.90;182.30;32117.47
16.58;54.96;0.08;126.40;150.30;32463.80
16.29;56.19;0.08;54.02;60.80;33612.15
16.07;57.29;0.08;80.80;97.10;35775.19
15.90;58.32;0.08;50.62;60.16;38813.16
15.71;58.66;0.08;27.97;32.23;41140.25
15.62;59.16;0.08;29.67;34.37;42580.25
15.15;61.53;0.08;17.81;18.68;43248.61
14.47;62.46;0.09;8.26;8.61;43333.67
14.21;63.53;0.09;3.24;3.36;43661.77
13.91;64.66;0.09;0.88;0.91;43831.90
13.80;65.03;0.09;0.15;0.19;43716.46
13.44;65.56;0.09;0.06;0.15;43643.54
13.19;66.46;0.08;0.05;0.13;43704.30
12.81;67.96;0.07;0.04;0.15;43710.38
12.47;70.10;0.08;0.06;0.11;43819.75
12.51;70.40;0.07;0.08;0.10;43236.46
12.14;71.40;0.08;0.10;0.07;43072.41
11.95;72.40;0.07;0.06;0.08;42829.37
11.86;72.80;0.08;0.06;0.11;42914.43
11.51;73.60;0.09;0.06;0.12;43048.10
11.26;74.20;0.09;0.06;0.09;43187.85
10.98;76.20;0.07;0.06;0.14;43102.78
10.91;76.80;0.08;0.05;0.10;42890.13
10.68;78.50;0.07;0.05;0.12;42586.33
10.85;78.60;0.08;0.06;0.10;41924.05
11.00;79.70;0.09;0.08;0.11;41577.72
11.53;81.70;0.09;0.06;0.12;41134.18
12.17;80.60;0.09;0.05;0.13;40253.16
11.85;78.90;0.09;0.05;0.13;39366.08
11.28;79.90;0.09;0.04;0.11;39110.89
10.58;81.60;0.08;0.06;0.09;38321.01
10.47;83.10;0.08;0.06;0.13;37974.68
10.84;82.70;0.09;0.06;0.12;37269.87
10.79;80.70;0.09;0.06;0.13;36583.29
10.43;81.70;0.09;0.06;0.13;35969.62
10.08;82.90;0.09;0.07;0.13;35179.75
10.00;82.70;0.09;0.07;0.12;34177.22
9.81;83.20;0.09;0.07;0.17;33271.90
9.75;83.40;0.09;0.07;0.14;32427.34
9.46;83.60;0.08;0.06;0.15;31394.43
9.09;84.60;0.09;0.03;0.15;30422.28
9.11;84.80;0.09;0.03;0.16;29571.65
8.96;84.90;0.08;0.07;0.15;28623.80
8.91;85.60;0.08;0.06;0.12;28149.87
8.85;85.50;0.09;0.04;0.18;27578.73
8.86;85.60;0.09;0.06;0.12;26873.92
8.88;85.70;0.08;0.05;0.16;26102.28
8.78;85.50;0.08;0.07;0.13;25707.34
8.70;85.50;0.08;0.06;0.13;25045.06
8.57;85.80;0.09;0.07;0.13;24370.63
8.52;86.10;0.09;0.05;0.19;24078.99
8.39;86.70;0.09;0.07;0.13;23653.67
8.41;86.80;0.08;0.08;0.13;23544.30
8.46;87.00;0.09;0.08;0.16;23118.99
8.31;86.60;0.09;0.08;0.17;23052.15
8.13;86.70;0.08;0.06;0.17;22663.29
7.88;87.40;0.08;0.07;0.15;22231.90
7.91;87.50;0.08;0.10;0.13;21994.94
8.01;87.40;0.08;0.08;0.13;21836.96
8.22;87.60;0.09;0.06;0.13;21970.63
8.38;87.00;0.09;0.06;0.15;21988.86
8.43;86.80;0.09;0.06;0.17;22013.16
8.14;87.10;0.08;0.06;0.14;21788.35
8.37;87.20;0.09;0.07;0.13;21830.89
8.47;86.90;0.09;0.07;0.17;21678.99
8.19;87.00;0.09;0.05;0.16;21867.34
8.10;87.40;0.09;0.06;0.22;21727.59
7.93;87.70;0.08;0.04;0.25;21496.71
7.98;88.20;0.09;0.06;0.15;21472.41
8.07;88.10;0.09;0.06;0.17;21302.28
8.03;88.80;0.09;0.09;0.14;21241.52
8.01;88.90;0.09;0.05;0.15;21478.48
7.95;88.90;0.08;0.04;0.16;21545.32
8.09;88.80;0.09;0.06;0.15;21606.08
8.20;88.70;0.08;0.07;0.13;21745.82
8.32;88.60;0.08;0.05;0.17;21946.33
8.66;88.60;0.08;0.07;0.15;22268.35
8.83;87.70;0.08;0.04;0.13;22815.19
8.72;86.80;0.08;0.07;0.11;23580.76
8.61;87.10;0.09;0.07;0.15;23659.75
8.65;86.80;0.09;0.04;0.18;23708.35
8.81;86.70;0.08;0.06;0.17;23872.41
8.57;85.90;0.08;0.07;0.15;24188.35
8.70;86.50;0.09;0.07;0.15;24236.96
9.21;85.50;0.09;0.04;0.15;23848.10
9.46;83.90;0.09;0.07;0.19;23854.18
9.54;82.20;0.08;0.08;0.12;24054.68
9.51;81.30;0.08;0.06;0.12;23902.78
9.29;81.50;0.09;0.06;0.12;23331.65
9.23;81.50;0.08;0.10;0.13;22687.59
9.10;81.70;0.09;0.11;0.23;23088.61
9.04;81.90;0.08;0.76;0.71;24115.44
8.65;82.50;0.08;3.09;2.91;24686.58
8.62;83.60;0.09;5.54;5.26;25306.33
9.03;83.60;0.09;12.60;12.03;25841.01
9.33;82.40;0.08;49.13;35.81;26327.09
9.78;81.70;0.09;78.70;52.65;26995.44
9.88;80.20;0.09;87.20;59.62;27372.15
9.92;79.00;0.09;78.00;59.66;28046.58
10.14;78.70;0.08;82.30;73.80;28550.89
10.19;78.60;0.08;106.40;97.00;29103.80
10.50;77.40;0.09;121.60;115.40;29456.20
10.90;76.10;0.08;114.30;110.20;29796.46
11.12;74.50;0.08;118.90;116.00;30483.04
11.23;74.00;0.09;140.90;137.70;31224.30
11.47;73.50;0.09;153.30;151.90;31850.13
11.69;73.00;0.08;144.40;146.10;32147.85
11.79;73.10;0.08;132.80;133.60;32682.53
11.71;73.40;0.09;140.90;138.80;32925.57
11.83;73.30;0.09;217.20;191.80;33192.91
12.21;73.10;0.09;349.90;253.70;33271.90
12.69;71.70;0.09;224.50;202.00;33332.66
13.06;69.68;0.08;175.10;167.00;33454.18
13.42;68.25;0.09;182.00;176.00;33405.57
13.69;68.08;0.09;210.00;197.00;32943.80
14.00;67.88;0.08;268.50;218.20;32737.22
14.37;67.41;0.08;274.30;216.50;32482.03
14.70;66.08;0.09;235.10;202.60;31880.51
14.82;65.88;0.09;267.40;231.80;31831.90
14.79;66.31;0.09;290.60;248.80;31813.67
15.03;65.74;0.09;332.70;284.80;31880.51
15.22;65.98;2.29;348.70;308.30;32409.11
15.38;66.11;4.71;244.20;234.60;33022.78
15.48;65.38;1.97;177.40;175.90;32913.42
15.56;63.21;0.14;168.60;165.60;32706.84
15.52;62.27;0.09;168.70;172.30;32567.09
15.56;62.10;0.09;215.80;222.00;32251.14
15.63;61.97;0.08;266.40;271.50;32530.63
15.75;62.24;0.08;291.40;287.60;32305.82
15.77;62.07;0.08;280.20;254.70;31795.44
15.78;62.64;0.09;247.70;226.70;32062.78
15.77;63.21;0.08;216.50;207.50;32050.63
15.62;64.31;0.08;181.40;183.20;32056.71
15.51;65.34;0.08;165.90;169.00;31758.99
15.51;65.68;0.09;162.80;165.50;31473.42
15.45;66.81;0.09;157.00;161.10;31528.10
15.39;67.01;0.08;158.50;158.80;31491.65
15.39;66.84;0.08;145.90;146.80;31084.56
15.32;66.84;0.08;143.10;142.80;31272.91
15.32;67.01;0.09;143.30;144.10;31528.10
15.32;67.28;0.08;131.90;133.80;31406.58
15.28;67.48;0.08;111.70;113.60;31807.59
15.25;68.21;0.08;94.10;95.50;32232.91
15.19;68.68;0.08;78.10;79.20;32348.35
15.18;69.12;0.08;62.09;62.59;32828.35
15.10;69.62;0.08;49.33;49.36;33915.95
14.99;70.10;0.09;42.35;42.44;35617.22
14.91;70.30;0.09;38.20;39.13;38339.24
14.84;70.30;0.09;30.99;31.50;40927.59
14.72;72.10;0.08;23.54;23.81;42379.75
14.51;73.80;0.08;13.38;13.36;42610.63
14.31;74.70;0.09;7.34;7.43;43035.95
14.17;75.30;0.09;2.70;2.73;43175.70
13.99;76.20;0.08;0.61;0.67;42993.42
13.87;76.40;0.09;0.10;0.18;42975.19
13.95;75.90;0.09;0.06;0.11;42756.46
13.97;74.40;0.09;0.08;0.08;42404.05
13.85;74.00;0.09;0.03;0.07;42385.82
13.58;74.80;0.09;0.06;0.09;42355.44
13.34;76.00;0.08;0.07;0.15;42282.53
13.28;76.00;0.09;0.06;0.11;42136.71
13.32;75.60;0.08;0.03;0.14;41924.05
13.41;75.00;0.08;0.02;0.11;41516.96
13.42;73.50;0.08;0.07;0.13;42082.03
13.34;74.60;0.09;0.04;0.16;42130.63
13.01;75.90;0.09;0.07;0.12;42106.33
12.71;76.70;0.09;0.07;0.10;41978.73
12.50;77.70;0.09;0.05;0.15;41705.32
12.53;78.00;0.09;0.07;0.12;41334.68
12.61;77.30;0.09;0.03;0.15;41061.27
12.59;76.60;0.09;0.08;0.11;40538.73
12.48;77.20;0.09;0.07;0.12;39700.25
12.41;77.80;0.08;0.04;0.13;39353.92
12.49;77.60;0.09;0.04;0.14;38934.68
12.45;77.50;0.09;0.06;0.12;38090.13
12.53;77.50;0.09;0.06;0.14;37494.68
12.55;77.50;0.08;0.03;0.15;36844.56
12.35;78.10;0.09;0.05;0.12;36115.44
12.42;78.00;0.09;0.06;0.10;35653.67
12.32;78.00;0.09;0.04;0.17;34894.18
12.28;78.10;0.09;0.04;0.17;33551.39
12.39;77.00;0.09;0.05;0.13;32992.41
12.37;76.40;0.09;0.06;0.12;32002.03
12.57;74.90;0.09;0.07;0.13;31181.77
12.55;73.80;0.08;0.05;0.15;30325.06
12.64;72.80;0.08;0.05;0.15;29760.00
12.48;74.80;0.08;0.06;0.14;28927.59
12.29;75.10;0.09;0.06;0.12;28052.66
12.16;76.20;0.08;0.04;0.14;27220.25
12.10;76.40;0.09;0.06;0.14;26831.39
12.14;76.30;0.09;0.06;0.13;26363.54
12.11;76.10;0.08;0.07;0.15;25768.10
11.95;77.00;0.09;0.06;0.15;24923.54
11.87;77.10;0.09;0.05;0.14;24322.03
11.79;77.10;0.09;0.04;0.13;23860.25
11.52;78.30;0.08;0.06;0.12;23690.13
11.40;78.80;0.09;0.06;0.16;23635.44
11.35;79.00;0.09;0.05;0.12;23337.72
11.32;78.90;0.09;0.05;0.13;23027.85
11.11;79.80;0.09;0.04;0.13;22717.97
10.80;80.60;0.09;0.03;0.17;22711.90
10.39;82.20;0.09;0.09;0.12;22487.09
10.28;82.70;0.09;0.04;0.15;22414.18
10.40;82.60;0.09;0.04;0.12;22171.14
10.71;82.00;0.09;0.04;0.14;21873.42
10.76;80.60;0.09;0.06;0.18;21830.89
10.68;80.50;0.08;0.06;0.13;21946.33
10.58;80.50;0.09;0.04;0.15;21934.18
10.23;81.80;0.09;0.06;0.13;21867.34
9.90;82.80;0.09;0.10;0.13;21642.53
9.77;83.30;0.09;0.07;0.11;21508.86
9.56;83.90;0.09;0.07;0.13;21484.56
9.37;84.60;0.09;0.04;0.17;21332.66
9.43;84.70;0.09;0.03;0.19;21338.73
9.47;84.40;0.09;0.06;0.15;21557.47
9.52;84.00;0.09;0.06;0.15;21794.43
9.40;84.20;0.09;0.06;0.16;21703.29
9.48;83.90;0.09;0.08;0.13;21806.58
9.46;83.90;0.09;0.03;0.12;21873.42
9.35;83.90;0.09;0.04;0.11;22043.54
9.25;83.60;0.09;0.05;0.15;22414.18
9.03;83.90;0.09;0.08;0.14;22961.01
9.06;83.80;0.09;0.05;0.14;23434.94
8.90;84.00;0.08;0.04;0.20;23592.91
8.61;84.60;0.09;0.07;0.17;23793.42
8.63;84.70;0.09;0.06;0.15;23835.95
8.60;84.30;0.09;0.07;0.14;23969.62
8.46;84.80;0.09;0.07;0.13;23641.52
8.38;85.20;0.09;0.05;0.15;23501.77
8.36;85.60;0.09;0.04;0.16;23204.05
8.51;85.80;0.09;0.04;0.13;23082.53
8.49;85.40;0.09;0.04;0.12;23009.62
8.41;84.90;0.09;0.06;0.17;23046.08
8.41;84.60;0.09;0.07;0.15;22730.13
8.36;84.80;0.10;0.07;0.22;23021.77
8.40;85.10;0.09;0.59;0.53;23750.89
8.47;85.00;0.09;4.22;3.95;24291.65
8.48;84.50;0.09;8.92;8.56;24783.80
8.40;84.20;0.09;22.16;20.75;25512.91
8.37;84.20;0.09;55.55;44.16;26096.20
8.43;83.90;0.09;76.50;51.80;26679.49
8.57;83.40;0.09;63.67;38.59;27724.56
8.48;83.40;0.09;53.27;31.65;30203.54
8.66;83.20;0.09;99.60;41.97;30926.58
8.70;82.10;0.09;159.30;47.60;31236.46
9.02;82.00;0.09;196.80;51.81;31649.62
9.36;81.00;0.09;222.10;54.29;32567.09
9.68;80.10;0.09;240.40;53.12;31765.06
10.08;79.70;0.09;260.70;51.14;31837.97
10.44;78.60;0.09;283.70;52.52;32299.75
10.78;77.30;0.09;300.30;56.03;33010.63
11.38;76.30;0.09;313.50;58.07;33302.28
11.88;73.80;0.09;341.10;60.48;33417.72
12.19;71.70;0.10;362.10;63.81;33606.08
12.50;72.20;0.09;376.00;66.11;33721.52
12.88;72.10;0.09;392.80;68.13;33745.82
13.39;71.60;0.10;409.00;71.40;34128.61
13.64;70.60;0.09;416.00;76.50;34013.16
14.08;69.95;0.09;429.10;81.30;34067.85
14.41;69.28;0.09;444.50;84.00;34456.71
14.55;67.78;0.09;454.80;88.50;34371.65
14.65;67.51;0.08;462.50;88.70;34043.54
14.86;66.21;0.08;345.10;96.70;33946.33
14.90;65.58;0.09;251.20;134.60;33314.43
15.04;64.71;0.08;333.30;211.50;33460.25
15.23;61.94;0.08;271.60;202.30;33648.61
14.90;62.10;0.08;199.40;199.10;33496.71
14.78;61.90;0.08;279.90;205.50;33466.33
14.78;60.73;0.08;239.30;181.40;33551.39
14.84;60.30;0.08;206.90;201.50;33296.20
14.74;62.27;0.08;182.60;171.70;32761.52
14.71;62.47;0.08;230.50;189.40;32573.16
14.82;62.44;0.08;194.00;194.30;32688.61
14.83;63.04;0.07;166.00;166.20;32457.72
14.81;63.77;0.08;155.70;149.80;32251.14
14.84;65.68;0.07;138.40;138.70;31837.97
14.92;66.81;0.08;163.50;133.50;31886.58
14.89;67.61;0.07;175.20;116.60;32099.24
14.97;67.31;0.08;190.00;122.10;31862.28
15.12;66.11;0.08;253.50;191.00;31455.19
15.46;65.78;0.08;315.70;276.70;30969.11
15.57;64.61;0.08;299.70;299.90;30531.65
15.48;64.87;0.08;282.80;306.10;30574.18
15.57;64.94;0.08;262.00;295.50;30562.03
15.44;65.04;0.07;237.60;272.20;30318.99
15.26;65.38;0.08;213.40;247.40;30434.43
15.19;65.61;0.08;174.30;201.60;30786.84
15.08;66.31;0.08;116.50;132.20;30999.49
14.92;66.94;0.07;87.90;98.90;31746.84
14.89;66.98;0.07;111.00;132.20;33077.47
14.84;67.21;0.07;96.20;116.20;34541.77
14.77;67.75;0.08;74.00;89.90;37367.09
14.62;68.28;0.08;51.03;61.94;39657.72
14.45;68.81;0.07;34.82;41.89;41006.58
14.23;69.95;0.08;14.88;15.12;41468.35
14.06;70.90;0.07;8.43;8.52;41589.87
13.86;72.00;0.08;4.04;4.10;41662.78
13.66;73.00;0.08;1.45;1.48;41559.49
13.44;73.60;0.08;0.32;0.34;41535.19
12.96;76.10;0.08;0.08;0.11;41687.09
12.63;77.00;0.08;0.06;0.10;41480.51
12.23;78.20;0.08;0.07;0.09;40976.20
11.97;79.20;0.08;0.06;0.09;40660.25
11.80;80.00;0.08;0.06;0.10;40775.70
11.77;80.00;0.08;0.08;0.10;40429.37
11.56;80.40;0.08;0.08;0.09;40757.47
11.64;81.80;0.08;0.04;0.12;40951.90
12.34;81.20;0.08;0.10;0.07;40714.94
12.56;79.00;0.08;0.04;0.14;40447.59
12.72;77.60;0.08;0.03;0.07;40800.00
12.72;76.40;0.08;0.06;0.15;40490.13
12.84;76.50;0.08;0.04;0.12;40490.13
12.93;76.40;0.08;0.06;0.13;40265.32
12.87;77.20;0.08;0.05;0.13;40034.43
12.94;77.60;0.08;0.04;0.13;39590.89
13.17;77.30;0.08;0.04;0.14;39159.49
13.24;77.20;0.08;0.04;0.13;38497.22
13.27;77.30;0.08;0.05;0.15;37816.71
13.22;77.70;0.08;0.05;0.12;37549.37
13.12;78.10;0.08;0.07;0.16;37075.44
13.10;77.90;0.08;0.06;0.13;36364.56
12.90;78.50;0.08;0.06;0.15;35671.90
12.88;78.70;0.08;0.08;0.10;35021.77
12.92;79.00;0.08;0.06;0.15;34468.86
13.08;78.90;0.08;0.06;0.13;33812.66
13.24;78.90;0.08;0.05;0.15;32955.95
13.44;79.00;0.08;0.07;0.13;31868.35
13.70;78.50;0.08;0.05;0.15;30914.43
13.83;77.90;0.08;0.05;0.16;30203.54
13.89;78.30;0.08;0.07;0.11;29401.52
14.07;78.20;0.08;0.05;0.13;28332.15
14.19;77.80;0.09;0.04;0.11;27791.39
14.27;77.70;0.09;0.03;0.12;26831.39
14.34;77.70;0.09;0.06;0.13;26296.71
14.37;77.90;0.09;0.04;0.14;25585.82
14.40;78.20;0.09;0.05;0.11;24966.08
14.45;77.70;0.09;0.04;0.15;24631.90
14.51;77.30;0.09;0.05;0.10;24194.43
14.50;77.40;0.09;0.01;0.19;23854.18
14.48;77.30;0.09;0.07;0.13;23416.71
14.43;76.00;0.09;0.07;0.14;23009.62
14.28;74.00;0.09;0.04;0.13;22736.20
14.12;74.40;0.08;0.04;0.14;22183.29
14.13;74.70;0.08;0.05;0.11;22152.91
14.17;74.70;0.09;0.02;0.14;21721.52
14.27;74.70;0.09;0.06;0.12;21642.53
14.30;73.90;0.09;0.06;0.11;21612.15
14.31;72.70;0.09;0.05;0.13;21593.92
14.22;71.40;0.08;0.04;0.14;21247.59
14.07;72.40;0.09;0.03;0.20;21162.53
14.15;72.30;0.09;0.04;0.14;20773.67
14.03;73.10;0.09;0.06;0.20;20621.77
13.79;74.50;0.08;0.07;0.15;20694.68
13.68;75.20;0.09;0.04;0.16;20488.10
13.58;75.90;0.09;0.06;0.11;20615.70
13.59;76.20;0.09;0.04;0.13;20712.91
13.52;76.60;0.09;0.05;0.12;20749.37
13.47;76.50;0.09;0.07;0.15;20749.37
13.44;76.30;0.09;0.07;0.18;20682.53
13.43;75.30;0.11;0.04;0.12;20621.77
13.38;74.10;0.10;0.06;0.14;20773.67
13.36;73.70;0.10;0.08;0.14;20664.30
13.30;72.60;0.09;0.05;0.14;20700.76
13.19;72.70;0.09;0.06;0.14;20785.82
13.16;72.40;0.09;0.06;0.10;21253.67
13.07;72.30;0.09;0.06;0.13;21849.11
12.99;72.50;0.09;0.04;0.14;22602.53
13.06;72.30;0.09;0.03;0.16;22736.20
13.24;70.80;0.08;0.08;0.16;22560.00
13.26;69.98;0.09;0.04;0.17;22882.03
13.37;70.20;0.09;0.04;0.17;22657.22
13.61;68.45;0.09;0.05;0.17;21830.89
13.54;68.61;0.09;0.09;0.15;20785.82
13.54;68.95;0.09;0.04;0.15;20032.41
13.66;69.15;0.09;0.04;0.16;19692.15
13.80;68.01;0.09;0.06;0.13;19430.89
13.74;68.08;0.09;0.05;0.15;19522.03
13.47;68.88;0.09;0.11;0.11;19570.63
13.30;68.71;0.10;0.11;0.18;20117.47
13.02;67.81;0.09;0.39;0.43;20220.76
12.40;69.58;0.09;2.23;2.22;20567.09
12.34;69.75;0.09;6.03;5.87;21593.92
12.39;69.08;0.09;11.26;10.76;22104.30
12.44;70.10;0.09;25.75;22.12;22316.96
13.20;69.08;0.09;51.31;36.60;22888.10
13.57;65.68;0.10;66.06;39.61;23580.76
13.82;64.97;0.09;81.40;43.31;24419.24
13.80;64.61;0.08;72.60;44.84;26017.22
13.85;64.84;0.08;116.60;65.76;26764.56
14.24;64.01;0.10;124.70;74.80;27293.16
14.19;64.44;0.08;104.60;93.50;27973.67
14.39;64.47;0.08;154.40;117.80;29043.04
14.75;64.27;0.08;217.00;118.40;29662.78
14.87;64.94;0.08;161.90;122.50;30264.30
14.72;65.34;0.08;90.90;72.20;30853.67
14.69;65.04;0.08;183.80;125.00;31449.11
15.14;63.17;0.08;308.30;168.40;31601.01
15.28;61.77;0.08;149.70;113.70;31649.62
15.32;61.70;0.08;204.40;167.60;32135.70
15.42;61.10;0.08;167.30;144.30;32330.13
15.41;61.04;0.08;205.40;158.00;32743.29
15.66;60.20;0.08;283.00;131.40;32694.68
15.79;57.10;0.08;304.20;90.90;32561.01
15.89;56.59;0.08;311.90;95.20;32791.90
16.02;56.59;0.08;420.50;101.30;32804.05
16.11;55.96;0.08;344.00;121.70;32834.43
16.08;55.49;0.08;238.40;118.90;33138.23
16.14;56.16;0.08;297.40;100.60;33338.73
16.18;55.73;0.08;230.30;105.10;33484.56
16.13;55.96;0.08;329.40;142.10;33496.71
16.16;55.93;0.08;209.70;123.60;33277.97
15.98;56.96;0.08;244.60;114.30;33107.85
16.03;58.06;0.08;261.90;142.10;33205.06
15.96;57.96;0.08;232.20;125.70;33107.85
15.98;56.39;0.08;175.50;104.20;32743.29
16.07;57.06;0.08;298.80;108.60;32573.16
16.02;57.86;0.08;230.90;114.70;32305.82
15.75;59.07;0.08;227.50;118.70;32579.24
15.68;59.20;0.08;167.30;99.80;32141.77
15.65;59.70;0.08;204.50;85.40;32014.18
15.70;59.77;0.08;139.70;85.60;31880.51
15.58;60.30;0.08;86.30;83.40;31515.95
15.55;61.04;0.08;157.70;124.70;31285.06
15.73;60.67;0.08;251.40;223.20;31297.22
15.97;59.23;0.08;220.30;210.00;31133.16
15.83;60.10;0.07;140.40;138.30;31078.48
15.78;60.63;0.08;191.50;200.80;31181.77
15.80;60.63;0.08;133.40;139.10;31163.54
15.70;61.77;0.08;73.90;73.40;30233.92
15.64;63.57;0.08;141.60;156.10;29778.23
15.68;64.71;0.08;116.00;124.90;30252.15
15.74;65.34;0.07;214.70;242.90;30069.87
15.84;65.21;0.08;196.80;227.20;30732.15
15.85;64.74;0.07;183.40;211.40;31831.90
15.80;65.44;0.08;153.80;178.10;33265.82
15.77;66.04;0.08;114.30;133.60;35969.62
15.70;68.18;0.07;97.20;112.30;38418.23
